,State,Year,Categories,Gender,Total
3864,Punjab,2006,Causes Not known,Male,118
3865,Punjab,2006,Drug Abuse/Addiction,Male,47
3866,Punjab,2006,Financial issues,Female,3
3867,Punjab,2006,Financial issues,Male,34
3868,Punjab,2006,Others Causes,Female,11
3869,Punjab,2006,Others Causes,Male,34
3870,Punjab,2006,Pressures of Society,Female,10
3871,Punjab,2006,Pressures of Society,Male,24
3872,Punjab,2006,Relation Troubles,Female,73
3873,Punjab,2006,Relation Troubles,Male,102
3874,Punjab,2006,Sickness,Female,38
3875,Punjab,2006,Sickness,Male,251
3876,Punjab,2007,Causes Not known,Female,22
3877,Punjab,2007,Causes Not known,Male,157
3878,Punjab,2007,Drug Abuse/Addiction,Male,31
3879,Punjab,2007,Financial issues,Female,9
3880,Punjab,2007,Financial issues,Male,45
3881,Punjab,2007,Others Causes,Female,10
3882,Punjab,2007,Others Causes,Male,45
3883,Punjab,2007,Physical Abuse (Rape/Incest Etc.),Female,1
3884,Punjab,2007,Pressures of Society,Female,31
3885,Punjab,2007,Pressures of Society,Male,24
3886,Punjab,2007,Relation Troubles,Female,82
3887,Punjab,2007,Relation Troubles,Male,129
3888,Punjab,2007,Sickness,Female,60
3889,Punjab,2007,Sickness,Male,201
3890,Punjab,2008,Causes Not known,Female,19
3891,Punjab,2008,Causes Not known,Male,109
3892,Punjab,2008,Drug Abuse/Addiction,Female,1
3893,Punjab,2008,Drug Abuse/Addiction,Male,55
3894,Punjab,2008,Financial issues,Female,10
3895,Punjab,2008,Financial issues,Male,43
3896,Punjab,2008,Others Causes,Female,9
3897,Punjab,2008,Others Causes,Male,3
3898,Punjab,2008,Physical Abuse (Rape/Incest Etc.),Female,1
3899,Punjab,2008,Physical Abuse (Rape/Incest Etc.),Male,1
3900,Punjab,2008,Pressures of Society,Female,25
3901,Punjab,2008,Pressures of Society,Male,39
3902,Punjab,2008,Relation Troubles,Female,99
3903,Punjab,2008,Relation Troubles,Male,152
3904,Punjab,2008,Sickness,Female,62
3905,Punjab,2008,Sickness,Male,241
3906,Punjab,2009,Causes Not known,Female,17
3907,Punjab,2009,Causes Not known,Male,121
3908,Punjab,2009,Drug Abuse/Addiction,Female,1
3909,Punjab,2009,Drug Abuse/Addiction,Male,52
3910,Punjab,2009,Financial issues,Female,10
3911,Punjab,2009,Financial issues,Male,58
3912,Punjab,2009,Others Causes,Female,6
3913,Punjab,2009,Others Causes,Male,13
3914,Punjab,2009,Physical Abuse (Rape/Incest Etc.),Female,1
3915,Punjab,2009,Pressures of Society,Female,10
3916,Punjab,2009,Pressures of Society,Male,10
3917,Punjab,2009,Relation Troubles,Female,112
3918,Punjab,2009,Relation Troubles,Male,127
3919,Punjab,2009,Sickness,Female,55
3920,Punjab,2009,Sickness,Male,254
3921,Punjab,2010,Causes Not known,Female,16
3922,Punjab,2010,Causes Not known,Male,121
3923,Punjab,2010,Drug Abuse/Addiction,Female,2
3924,Punjab,2010,Drug Abuse/Addiction,Male,57
3925,Punjab,2010,Financial issues,Female,5
3926,Punjab,2010,Financial issues,Male,46
3927,Punjab,2010,Others Causes,Female,4
3928,Punjab,2010,Others Causes,Male,15
3929,Punjab,2010,Pressures of Society,Female,9
3930,Punjab,2010,Pressures of Society,Male,15
3931,Punjab,2010,Relation Troubles,Female,114
3932,Punjab,2010,Relation Troubles,Male,212
3933,Punjab,2010,Sickness,Female,51
3934,Punjab,2010,Sickness,Male,253
3935,Punjab,2011,Causes Not known,Female,13
3936,Punjab,2011,Causes Not known,Male,92
3937,Punjab,2011,Drug Abuse/Addiction,Female,2
3938,Punjab,2011,Drug Abuse/Addiction,Male,108
3939,Punjab,2011,Financial issues,Female,7
3940,Punjab,2011,Financial issues,Male,154
3941,Punjab,2011,Others Causes,Female,6
3942,Punjab,2011,Others Causes,Male,31
3943,Punjab,2011,Physical Abuse (Rape/Incest Etc.),Female,1
3944,Punjab,2011,Pressures of Society,Female,9
3945,Punjab,2011,Pressures of Society,Male,12
3946,Punjab,2011,Relation Troubles,Female,105
3947,Punjab,2011,Relation Troubles,Male,147
3948,Punjab,2011,Sickness,Female,68
3949,Punjab,2011,Sickness,Male,211
3950,Punjab,2012,Causes Not known,Female,12
3951,Punjab,2012,Causes Not known,Male,154
3952,Punjab,2012,Drug Abuse/Addiction,Female,8
3953,Punjab,2012,Drug Abuse/Addiction,Male,83
3954,Punjab,2012,Financial issues,Female,6
3955,Punjab,2012,Financial issues,Male,37
3956,Punjab,2012,Others Causes,Female,8
3957,Punjab,2012,Others Causes,Male,22
3958,Punjab,2012,Pressures of Society,Female,12
3959,Punjab,2012,Pressures of Society,Male,17
3960,Punjab,2012,Relation Troubles,Female,132
3961,Punjab,2012,Relation Troubles,Male,154
3962,Punjab,2012,Sickness,Female,68
3963,Punjab,2012,Sickness,Male,317
3964,Rajasthan,2001,Causes Not known,Female,209
3965,Rajasthan,2001,Causes Not known,Male,409
3966,Rajasthan,2001,Drug Abuse/Addiction,Male,119
3967,Rajasthan,2001,Financial issues,Female,47
3968,Rajasthan,2001,Financial issues,Male,220
3969,Rajasthan,2001,Others Causes,Female,334
3970,Rajasthan,2001,Others Causes,Male,408
3971,Rajasthan,2001,Pressures of Society,Female,50
3972,Rajasthan,2001,Pressures of Society,Male,45
3973,Rajasthan,2001,Relation Troubles,Female,438
3974,Rajasthan,2001,Relation Troubles,Male,401
3975,Rajasthan,2001,Sickness,Female,158
3976,Rajasthan,2001,Sickness,Male,357
3977,Rajasthan,2002,Causes Not known,Female,191
3978,Rajasthan,2002,Causes Not known,Male,421
3979,Rajasthan,2002,Drug Abuse/Addiction,Male,110
3980,Rajasthan,2002,Financial issues,Female,60
3981,Rajasthan,2002,Financial issues,Male,192
3982,Rajasthan,2002,Others Causes,Female,167
3983,Rajasthan,2002,Others Causes,Male,344
3984,Rajasthan,2002,Physical Abuse (Rape/Incest Etc.),Female,1
3985,Rajasthan,2002,Pressures of Society,Female,27
3986,Rajasthan,2002,Pressures of Society,Male,45
3987,Rajasthan,2002,Relation Troubles,Female,528
3988,Rajasthan,2002,Relation Troubles,Male,568
3989,Rajasthan,2002,Sickness,Female,182
3990,Rajasthan,2002,Sickness,Male,412
3991,Rajasthan,2003,Causes Not known,Female,190
3992,Rajasthan,2003,Causes Not known,Male,406
3993,Rajasthan,2003,Drug Abuse/Addiction,Male,143
3994,Rajasthan,2003,Financial issues,Female,59
3995,Rajasthan,2003,Financial issues,Male,229
3996,Rajasthan,2003,Others Causes,Female,243
3997,Rajasthan,2003,Others Causes,Male,576
3998,Rajasthan,2003,Pressures of Society,Female,26
3999,Rajasthan,2003,Pressures of Society,Male,43
4000,Rajasthan,2003,Relation Troubles,Female,518
4001,Rajasthan,2003,Relation Troubles,Male,534
4002,Rajasthan,2003,Sickness,Female,236
4003,Rajasthan,2003,Sickness,Male,458
4004,Rajasthan,2004,Causes Not known,Female,213
4005,Rajasthan,2004,Causes Not known,Male,528
4006,Rajasthan,2004,Drug Abuse/Addiction,Male,108
4007,Rajasthan,2004,Financial issues,Female,37
4008,Rajasthan,2004,Financial issues,Male,170
4009,Rajasthan,2004,Others Causes,Female,218
4010,Rajasthan,2004,Others Causes,Male,540
4011,Rajasthan,2004,Physical Abuse (Rape/Incest Etc.),Female,2
4012,Rajasthan,2004,Physical Abuse (Rape/Incest Etc.),Male,6
4013,Rajasthan,2004,Pressures of Society,Female,32
4014,Rajasthan,2004,Pressures of Society,Male,66
4015,Rajasthan,2004,Relation Troubles,Female,538
4016,Rajasthan,2004,Relation Troubles,Male,636
4017,Rajasthan,2004,Sickness,Female,199
4018,Rajasthan,2004,Sickness,Male,432
4019,Rajasthan,2005,Causes Not known,Female,317
4020,Rajasthan,2005,Causes Not known,Male,647
4021,Rajasthan,2005,Drug Abuse/Addiction,Male,128
4022,Rajasthan,2005,Financial issues,Female,15
4023,Rajasthan,2005,Financial issues,Male,117
4024,Rajasthan,2005,Others Causes,Female,274
4025,Rajasthan,2005,Others Causes,Male,820
4026,Rajasthan,2005,Physical Abuse (Rape/Incest Etc.),Female,1
4027,Rajasthan,2005,Physical Abuse (Rape/Incest Etc.),Male,1
4028,Rajasthan,2005,Pressures of Society,Female,15
4029,Rajasthan,2005,Pressures of Society,Male,42
4030,Rajasthan,2005,Relation Troubles,Female,498
4031,Rajasthan,2005,Relation Troubles,Male,643
4032,Rajasthan,2005,Sickness,Female,200
4033,Rajasthan,2005,Sickness,Male,460
4034,Rajasthan,2006,Causes Not known,Female,192
4035,Rajasthan,2006,Causes Not known,Male,312
4036,Rajasthan,2006,Drug Abuse/Addiction,Male,96
4037,Rajasthan,2006,Financial issues,Female,31
4038,Rajasthan,2006,Financial issues,Male,107
4039,Rajasthan,2006,Others Causes,Female,460
4040,Rajasthan,2006,Others Causes,Male,1197
4041,Rajasthan,2006,Pressures of Society,Female,26
4042,Rajasthan,2006,Pressures of Society,Male,48
4043,Rajasthan,2006,Relation Troubles,Female,411
4044,Rajasthan,2006,Relation Troubles,Male,702
4045,Rajasthan,2006,Sickness,Female,233
4046,Rajasthan,2006,Sickness,Male,448
4047,Rajasthan,2007,Causes Not known,Female,123
4048,Rajasthan,2007,Causes Not known,Male,327
4049,Rajasthan,2007,Drug Abuse/Addiction,Female,1
4050,Rajasthan,2007,Drug Abuse/Addiction,Male,134
4051,Rajasthan,2007,Financial issues,Female,29
4052,Rajasthan,2007,Financial issues,Male,190
4053,Rajasthan,2007,Others Causes,Female,462
4054,Rajasthan,2007,Others Causes,Male,1419
4055,Rajasthan,2007,Pressures of Society,Female,27
4056,Rajasthan,2007,Pressures of Society,Male,50
4057,Rajasthan,2007,Relation Troubles,Female,442
4058,Rajasthan,2007,Relation Troubles,Male,606
4059,Rajasthan,2007,Sickness,Female,199
4060,Rajasthan,2007,Sickness,Male,428
4061,Rajasthan,2008,Causes Not known,Female,297
4062,Rajasthan,2008,Causes Not known,Male,826
4063,Rajasthan,2008,Drug Abuse/Addiction,Female,6
4064,Rajasthan,2008,Drug Abuse/Addiction,Male,161
4065,Rajasthan,2008,Financial issues,Female,22
4066,Rajasthan,2008,Financial issues,Male,175
4067,Rajasthan,2008,Others Causes,Female,463
4068,Rajasthan,2008,Others Causes,Male,1025
4069,Rajasthan,2008,Physical Abuse (Rape/Incest Etc.),Female,7
4070,Rajasthan,2008,Pressures of Society,Female,27
4071,Rajasthan,2008,Pressures of Society,Male,39
4072,Rajasthan,2008,Relation Troubles,Female,523
4073,Rajasthan,2008,Relation Troubles,Male,770
4074,Rajasthan,2008,Sickness,Female,219
4075,Rajasthan,2008,Sickness,Male,606
4076,Rajasthan,2009,Causes Not known,Female,231
4077,Rajasthan,2009,Causes Not known,Male,489
4078,Rajasthan,2009,Drug Abuse/Addiction,Female,2
4079,Rajasthan,2009,Drug Abuse/Addiction,Male,128
4080,Rajasthan,2009,Financial issues,Female,34
4081,Rajasthan,2009,Financial issues,Male,219
4082,Rajasthan,2009,Others Causes,Female,475
4083,Rajasthan,2009,Others Causes,Male,1107
4084,Rajasthan,2009,Physical Abuse (Rape/Incest Etc.),Female,1
4085,Rajasthan,2009,Physical Abuse (Rape/Incest Etc.),Male,3
4086,Rajasthan,2009,Pressures of Society,Female,21
4087,Rajasthan,2009,Pressures of Society,Male,32
4088,Rajasthan,2009,Relation Troubles,Female,575
4089,Rajasthan,2009,Relation Troubles,Male,927
4090,Rajasthan,2009,Sickness,Female,215
4091,Rajasthan,2009,Sickness,Male,606
4092,Rajasthan,2010,Causes Not known,Female,187
4093,Rajasthan,2010,Causes Not known,Male,479
4094,Rajasthan,2010,Drug Abuse/Addiction,Female,2
4095,Rajasthan,2010,Drug Abuse/Addiction,Male,148
4096,Rajasthan,2010,Financial issues,Female,26
4097,Rajasthan,2010,Financial issues,Male,186
4098,Rajasthan,2010,Others Causes,Female,499
4099,Rajasthan,2010,Others Causes,Male,1129
4100,Rajasthan,2010,Physical Abuse (Rape/Incest Etc.),Female,3
4101,Rajasthan,2010,Pressures of Society,Female,23
4102,Rajasthan,2010,Pressures of Society,Male,51
4103,Rajasthan,2010,Relation Troubles,Female,586
4104,Rajasthan,2010,Relation Troubles,Male,795
4105,Rajasthan,2010,Sickness,Female,229
4106,Rajasthan,2010,Sickness,Male,577
4107,Rajasthan,2011,Causes Not known,Female,203
4108,Rajasthan,2011,Causes Not known,Male,473
4109,Rajasthan,2011,Drug Abuse/Addiction,Female,2
4110,Rajasthan,2011,Drug Abuse/Addiction,Male,149
4111,Rajasthan,2011,Financial issues,Female,24
4112,Rajasthan,2011,Financial issues,Male,193
4113,Rajasthan,2011,Others Causes,Female,292
4114,Rajasthan,2011,Others Causes,Male,829
4115,Rajasthan,2011,Physical Abuse (Rape/Incest Etc.),Female,1
4116,Rajasthan,2011,Pressures of Society,Female,16
4117,Rajasthan,2011,Pressures of Society,Male,65
4118,Rajasthan,2011,Relation Troubles,Female,572
4119,Rajasthan,2011,Relation Troubles,Male,810
4120,Rajasthan,2011,Sickness,Female,222
4121,Rajasthan,2011,Sickness,Male,497
4122,Rajasthan,2012,Causes Not known,Female,193
4123,Rajasthan,2012,Causes Not known,Male,470
4124,Rajasthan,2012,Drug Abuse/Addiction,Male,152
4125,Rajasthan,2012,Financial issues,Female,25
4126,Rajasthan,2012,Financial issues,Male,192
4127,Rajasthan,2012,Others Causes,Female,399
4128,Rajasthan,2012,Others Causes,Male,1043
4129,Rajasthan,2012,Pressures of Society,Female,41
4130,Rajasthan,2012,Pressures of Society,Male,57
4131,Rajasthan,2012,Relation Troubles,Female,694
4132,Rajasthan,2012,Relation Troubles,Male,895
4133,Rajasthan,2012,Sickness,Female,242
4134,Rajasthan,2012,Sickness,Male,418
4135,Sikkim,2001,Causes Not known,Female,11
4136,Sikkim,2001,Causes Not known,Male,31
4137,Sikkim,2001,Drug Abuse/Addiction,Male,1
4138,Sikkim,2001,Financial issues,Male,3
4139,Sikkim,2001,Others Causes,Female,1
4140,Sikkim,2001,Others Causes,Male,2
4141,Sikkim,2001,Physical Abuse (Rape/Incest Etc.),Male,1
4142,Sikkim,2001,Pressures of Society,Female,1
4143,Sikkim,2001,Pressures of Society,Male,2
4144,Sikkim,2001,Relation Troubles,Female,13
4145,Sikkim,2001,Relation Troubles,Male,14
4146,Sikkim,2001,Sickness,Female,6
4147,Sikkim,2001,Sickness,Male,8
4148,Sikkim,2002,Causes Not known,Female,3
4149,Sikkim,2002,Causes Not known,Male,10
4150,Sikkim,2002,Drug Abuse/Addiction,Male,2
4151,Sikkim,2002,Financial issues,Male,6
4152,Sikkim,2002,Others Causes,Male,6
4153,Sikkim,2002,Physical Abuse (Rape/Incest Etc.),Male,2
4154,Sikkim,2002,Pressures of Society,Female,2
4155,Sikkim,2002,Pressures of Society,Male,2
4156,Sikkim,2002,Relation Troubles,Female,6
4157,Sikkim,2002,Relation Troubles,Male,12
4158,Sikkim,2002,Sickness,Female,13
4159,Sikkim,2002,Sickness,Male,14
4160,Sikkim,2003,Causes Not known,Female,27
4161,Sikkim,2003,Causes Not known,Male,31
4162,Sikkim,2003,Drug Abuse/Addiction,Male,11
4163,Sikkim,2003,Relation Troubles,Female,5
4164,Sikkim,2003,Relation Troubles,Male,12
4165,Sikkim,2003,Sickness,Female,5
4166,Sikkim,2003,Sickness,Male,14
4167,Sikkim,2004,Causes Not known,Female,2
4168,Sikkim,2004,Causes Not known,Male,11
4169,Sikkim,2004,Drug Abuse/Addiction,Male,5
4170,Sikkim,2004,Relation Troubles,Female,23
4171,Sikkim,2004,Relation Troubles,Male,7
4172,Sikkim,2004,Sickness,Female,17
4173,Sikkim,2004,Sickness,Male,33
4174,Sikkim,2005,Causes Not known,Female,7
4175,Sikkim,2005,Causes Not known,Male,8
4176,Sikkim,2005,Drug Abuse/Addiction,Male,5
4177,Sikkim,2005,Financial issues,Male,1
4178,Sikkim,2005,Others Causes,Female,14
4179,Sikkim,2005,Others Causes,Male,23
4180,Sikkim,2005,Pressures of Society,Female,5
4181,Sikkim,2005,Pressures of Society,Male,1
4182,Sikkim,2005,Relation Troubles,Female,12
4183,Sikkim,2005,Relation Troubles,Male,16
4184,Sikkim,2005,Sickness,Female,9
4185,Sikkim,2005,Sickness,Male,8
4186,Sikkim,2006,Causes Not known,Female,4
4187,Sikkim,2006,Causes Not known,Male,18
4188,Sikkim,2006,Drug Abuse/Addiction,Female,1
4189,Sikkim,2006,Drug Abuse/Addiction,Male,3
4190,Sikkim,2006,Others Causes,Female,1
4191,Sikkim,2006,Others Causes,Male,6
4192,Sikkim,2006,Sickness,Female,41
4193,Sikkim,2006,Sickness,Male,71
4194,Sikkim,2007,Causes Not known,Female,18
4195,Sikkim,2007,Causes Not known,Male,51
4196,Sikkim,2007,Drug Abuse/Addiction,Male,4
4197,Sikkim,2007,Financial issues,Male,1
4198,Sikkim,2007,Others Causes,Female,20
4199,Sikkim,2007,Others Causes,Male,4
4200,Sikkim,2007,Pressures of Society,Male,3
4201,Sikkim,2007,Relation Troubles,Male,12
4202,Sikkim,2007,Sickness,Male,9
4203,Sikkim,2008,Causes Not known,Female,2
4204,Sikkim,2008,Causes Not known,Male,28
4205,Sikkim,2008,Drug Abuse/Addiction,Male,3
4206,Sikkim,2008,Financial issues,Female,11
4207,Sikkim,2008,Financial issues,Male,8
4208,Sikkim,2008,Others Causes,Female,15
4209,Sikkim,2008,Others Causes,Male,101
4210,Sikkim,2008,Pressures of Society,Female,3
4211,Sikkim,2008,Relation Troubles,Female,34
4212,Sikkim,2008,Relation Troubles,Male,61
4213,Sikkim,2008,Sickness,Female,6
4214,Sikkim,2008,Sickness,Male,15
4215,Sikkim,2009,Causes Not known,Female,5
4216,Sikkim,2009,Causes Not known,Male,53
4217,Sikkim,2009,Drug Abuse/Addiction,Male,5
4218,Sikkim,2009,Financial issues,Female,14
4219,Sikkim,2009,Financial issues,Male,10
4220,Sikkim,2009,Others Causes,Female,58
4221,Sikkim,2009,Others Causes,Male,17
4222,Sikkim,2009,Pressures of Society,Female,6
4223,Sikkim,2009,Pressures of Society,Male,5
4224,Sikkim,2009,Relation Troubles,Female,29
4225,Sikkim,2009,Relation Troubles,Male,19
4226,Sikkim,2009,Sickness,Female,7
4227,Sikkim,2009,Sickness,Male,13
4228,Sikkim,2010,Causes Not known,Female,5
4229,Sikkim,2010,Causes Not known,Male,114
4230,Sikkim,2010,Drug Abuse/Addiction,Male,6
4231,Sikkim,2010,Financial issues,Female,7
4232,Sikkim,2010,Financial issues,Male,3
4233,Sikkim,2010,Others Causes,Male,20
4234,Sikkim,2010,Pressures of Society,Female,6
4235,Sikkim,2010,Pressures of Society,Male,5
4236,Sikkim,2010,Relation Troubles,Female,16
4237,Sikkim,2010,Relation Troubles,Male,46
4238,Sikkim,2010,Sickness,Female,11
4239,Sikkim,2010,Sickness,Male,41
4240,Sikkim,2011,Causes Not known,Female,70
4241,Sikkim,2011,Causes Not known,Male,87
4242,Sikkim,2011,Drug Abuse/Addiction,Male,10
4243,Sikkim,2011,Others Causes,Female,7
4244,Sikkim,2011,Others Causes,Male,10
4245,Sikkim,2012,Causes Not known,Female,4
4246,Sikkim,2012,Causes Not known,Male,6
4247,Sikkim,2012,Drug Abuse/Addiction,Female,13
4248,Sikkim,2012,Drug Abuse/Addiction,Male,15
4249,Sikkim,2012,Pressures of Society,Female,24
4250,Sikkim,2012,Pressures of Society,Male,23
4251,Sikkim,2012,Relation Troubles,Female,21
4252,Sikkim,2012,Relation Troubles,Male,30
4253,Sikkim,2012,Sickness,Female,23
4254,Sikkim,2012,Sickness,Male,22
4255,Tamil Nadu,2001,Causes Not known,Female,441
4256,Tamil Nadu,2001,Causes Not known,Male,836
4257,Tamil Nadu,2001,Drug Abuse/Addiction,Female,6
4258,Tamil Nadu,2001,Drug Abuse/Addiction,Male,59
4259,Tamil Nadu,2001,Financial issues,Female,259
4260,Tamil Nadu,2001,Financial issues,Male,804
4261,Tamil Nadu,2001,Others Causes,Female,599
4262,Tamil Nadu,2001,Others Causes,Male,1066
4263,Tamil Nadu,2001,Physical Abuse (Rape/Incest Etc.),Female,1
4264,Tamil Nadu,2001,Physical Abuse (Rape/Incest Etc.),Male,3
4265,Tamil Nadu,2001,Pressures of Society,Female,141
4266,Tamil Nadu,2001,Pressures of Society,Male,170
4267,Tamil Nadu,2001,Relation Troubles,Female,1663
4268,Tamil Nadu,2001,Relation Troubles,Male,2329
4269,Tamil Nadu,2001,Sickness,Female,1052
4270,Tamil Nadu,2001,Sickness,Male,1861
4271,Tamil Nadu,2002,Causes Not known,Female,244
4272,Tamil Nadu,2002,Causes Not known,Male,579
4273,Tamil Nadu,2002,Drug Abuse/Addiction,Female,39
4274,Tamil Nadu,2002,Drug Abuse/Addiction,Male,85
4275,Tamil Nadu,2002,Financial issues,Female,242
4276,Tamil Nadu,2002,Financial issues,Male,510
4277,Tamil Nadu,2002,Others Causes,Female,634
4278,Tamil Nadu,2002,Others Causes,Male,1299
4279,Tamil Nadu,2002,Physical Abuse (Rape/Incest Etc.),Female,40
4280,Tamil Nadu,2002,Physical Abuse (Rape/Incest Etc.),Male,40
4281,Tamil Nadu,2002,Pressures of Society,Female,136
4282,Tamil Nadu,2002,Pressures of Society,Male,160
4283,Tamil Nadu,2002,Relation Troubles,Female,1830
4284,Tamil Nadu,2002,Relation Troubles,Male,2336
4285,Tamil Nadu,2002,Sickness,Female,1096
4286,Tamil Nadu,2002,Sickness,Male,1974
4287,Tamil Nadu,2003,Causes Not known,Female,621
4288,Tamil Nadu,2003,Causes Not known,Male,1196
4289,Tamil Nadu,2003,Drug Abuse/Addiction,Female,8
4290,Tamil Nadu,2003,Drug Abuse/Addiction,Male,77
4291,Tamil Nadu,2003,Financial issues,Female,407
4292,Tamil Nadu,2003,Financial issues,Male,1063
4293,Tamil Nadu,2003,Others Causes,Female,401
4294,Tamil Nadu,2003,Others Causes,Male,687
4295,Tamil Nadu,2003,Physical Abuse (Rape/Incest Etc.),Female,18
4296,Tamil Nadu,2003,Physical Abuse (Rape/Incest Etc.),Male,35
4297,Tamil Nadu,2003,Pressures of Society,Female,101
4298,Tamil Nadu,2003,Pressures of Society,Male,168
4299,Tamil Nadu,2003,Relation Troubles,Female,2063
4300,Tamil Nadu,2003,Relation Troubles,Male,2373
4301,Tamil Nadu,2003,Sickness,Female,1099
4302,Tamil Nadu,2003,Sickness,Male,1555
4303,Tamil Nadu,2004,Causes Not known,Female,387
4304,Tamil Nadu,2004,Causes Not known,Male,705
4305,Tamil Nadu,2004,Drug Abuse/Addiction,Female,15
4306,Tamil Nadu,2004,Drug Abuse/Addiction,Male,74
4307,Tamil Nadu,2004,Financial issues,Female,467
4308,Tamil Nadu,2004,Financial issues,Male,1013
4309,Tamil Nadu,2004,Others Causes,Female,489
4310,Tamil Nadu,2004,Others Causes,Male,1021
4311,Tamil Nadu,2004,Physical Abuse (Rape/Incest Etc.),Female,2
4312,Tamil Nadu,2004,Physical Abuse (Rape/Incest Etc.),Male,35
4313,Tamil Nadu,2004,Pressures of Society,Female,163
4314,Tamil Nadu,2004,Pressures of Society,Male,255
4315,Tamil Nadu,2004,Relation Troubles,Female,2306
4316,Tamil Nadu,2004,Relation Troubles,Male,2866
4317,Tamil Nadu,2004,Sickness,Female,1064
4318,Tamil Nadu,2004,Sickness,Male,1977
4319,Tamil Nadu,2005,Causes Not known,Female,429
4320,Tamil Nadu,2005,Causes Not known,Male,582
4321,Tamil Nadu,2005,Drug Abuse/Addiction,Female,17
4322,Tamil Nadu,2005,Drug Abuse/Addiction,Male,66
4323,Tamil Nadu,2005,Financial issues,Female,295
4324,Tamil Nadu,2005,Financial issues,Male,768
4325,Tamil Nadu,2005,Others Causes,Female,854
4326,Tamil Nadu,2005,Others Causes,Male,1521
4327,Tamil Nadu,2005,Physical Abuse (Rape/Incest Etc.),Female,2
4328,Tamil Nadu,2005,Pressures of Society,Female,174
4329,Tamil Nadu,2005,Pressures of Society,Male,196
4330,Tamil Nadu,2005,Relation Troubles,Female,2004
4331,Tamil Nadu,2005,Relation Troubles,Male,2692
4332,Tamil Nadu,2005,Sickness,Female,794
4333,Tamil Nadu,2005,Sickness,Male,1682
4334,Tamil Nadu,2006,Causes Not known,Female,396
4335,Tamil Nadu,2006,Causes Not known,Male,826
4336,Tamil Nadu,2006,Drug Abuse/Addiction,Female,32
4337,Tamil Nadu,2006,Drug Abuse/Addiction,Male,135
4338,Tamil Nadu,2006,Financial issues,Female,264
4339,Tamil Nadu,2006,Financial issues,Male,729
4340,Tamil Nadu,2006,Others Causes,Female,544
4341,Tamil Nadu,2006,Others Causes,Male,1004
4342,Tamil Nadu,2006,Physical Abuse (Rape/Incest Etc.),Female,13
4343,Tamil Nadu,2006,Pressures of Society,Female,329
4344,Tamil Nadu,2006,Pressures of Society,Male,360
4345,Tamil Nadu,2006,Relation Troubles,Female,2143
4346,Tamil Nadu,2006,Relation Troubles,Male,2727
4347,Tamil Nadu,2006,Sickness,Female,1151
4348,Tamil Nadu,2006,Sickness,Male,1728
4349,Tamil Nadu,2007,Causes Not known,Female,416
4350,Tamil Nadu,2007,Causes Not known,Male,956
4351,Tamil Nadu,2007,Drug Abuse/Addiction,Female,34
4352,Tamil Nadu,2007,Drug Abuse/Addiction,Male,156
4353,Tamil Nadu,2007,Financial issues,Female,278
4354,Tamil Nadu,2007,Financial issues,Male,844
4355,Tamil Nadu,2007,Others Causes,Female,572
4356,Tamil Nadu,2007,Others Causes,Male,1160
4357,Tamil Nadu,2007,Physical Abuse (Rape/Incest Etc.),Female,14
4358,Tamil Nadu,2007,Pressures of Society,Female,346
4359,Tamil Nadu,2007,Pressures of Society,Male,417
4360,Tamil Nadu,2007,Relation Troubles,Female,2254
4361,Tamil Nadu,2007,Relation Troubles,Male,3155
4362,Tamil Nadu,2007,Sickness,Female,1210
4363,Tamil Nadu,2007,Sickness,Male,1999
4364,Tamil Nadu,2008,Causes Not known,Female,416
4365,Tamil Nadu,2008,Causes Not known,Male,956
4366,Tamil Nadu,2008,Drug Abuse/Addiction,Female,51
4367,Tamil Nadu,2008,Drug Abuse/Addiction,Male,156
4368,Tamil Nadu,2008,Financial issues,Female,296
4369,Tamil Nadu,2008,Financial issues,Male,914
4370,Tamil Nadu,2008,Others Causes,Female,572
4371,Tamil Nadu,2008,Others Causes,Male,1160
4372,Tamil Nadu,2008,Physical Abuse (Rape/Incest Etc.),Female,14
4373,Tamil Nadu,2008,Pressures of Society,Female,363
4374,Tamil Nadu,2008,Pressures of Society,Male,479
4375,Tamil Nadu,2008,Relation Troubles,Female,2325
4376,Tamil Nadu,2008,Relation Troubles,Male,2916
4377,Tamil Nadu,2008,Sickness,Female,1345
4378,Tamil Nadu,2008,Sickness,Male,2462
4379,Tamil Nadu,2009,Causes Not known,Female,360
4380,Tamil Nadu,2009,Causes Not known,Male,782
4381,Tamil Nadu,2009,Drug Abuse/Addiction,Female,11
4382,Tamil Nadu,2009,Drug Abuse/Addiction,Male,227
4383,Tamil Nadu,2009,Financial issues,Female,199
4384,Tamil Nadu,2009,Financial issues,Male,803
4385,Tamil Nadu,2009,Others Causes,Female,1382
4386,Tamil Nadu,2009,Others Causes,Male,2109
4387,Tamil Nadu,2009,Physical Abuse (Rape/Incest Etc.),Female,11
4388,Tamil Nadu,2009,Physical Abuse (Rape/Incest Etc.),Male,6
4389,Tamil Nadu,2009,Pressures of Society,Female,123
4390,Tamil Nadu,2009,Pressures of Society,Male,140
4391,Tamil Nadu,2009,Relation Troubles,Female,2245
4392,Tamil Nadu,2009,Relation Troubles,Male,2966
4393,Tamil Nadu,2009,Sickness,Female,1143
4394,Tamil Nadu,2009,Sickness,Male,1917
4395,Tamil Nadu,2010,Causes Not known,Female,306
4396,Tamil Nadu,2010,Causes Not known,Male,708
