,State,Year,Type_code,Type,Gender,Age_group,Total,Categories
234247,West Bengal,2007,Causes,Poverty,Female,30-44,10,Financial issues
234248,West Bengal,2007,Causes,Property Dispute,Female,30-44,20,Financial issues
234249,West Bengal,2007,Causes,Cancer,Female,30-44,11,Sickness
234250,West Bengal,2007,Causes,Failure in Examination,Female,30-44,1,Pressures of Society
234251,West Bengal,2007,Causes,Love Affairs,Female,30-44,88,Relation Troubles
234252,West Bengal,2007,Causes,Illness (Aids/STD),Female,30-44,8,Sickness
234253,West Bengal,2007,Causes,Professional/Career Problem,Female,30-44,8,Financial issues
234254,West Bengal,2007,Causes,Fall in Social Reputation,Female,30-44,27,Pressures of Society
234255,West Bengal,2007,Causes,Insanity/Mental Illness,Female,30-44,220,Sickness
234256,West Bengal,2007,Causes,Other Causes (Please Specity),Female,30-44,151,Others Causes
234257,West Bengal,2007,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,2,Financial issues
234258,West Bengal,2007,Causes,Other Prolonged Illness,Female,30-44,91,Sickness
234259,West Bengal,2007,Causes,Family Problems,Female,30-44,513,Relation Troubles
234260,West Bengal,2007,Causes,Causes Not known,Female,30-44,382,Causes Not known
234261,West Bengal,2007,Causes,Paralysis,Female,30-44,9,Sickness
234263,West Bengal,2007,Causes,Poverty,Male,30-44,12,Financial issues
234264,West Bengal,2007,Causes,Not having Children(Barrenness/Impotency,Male,30-44,12,Relation Troubles
234265,West Bengal,2007,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,45,Relation Troubles
234266,West Bengal,2007,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,47,Financial issues
234268,West Bengal,2007,Causes,Fall in Social Reputation,Male,30-44,28,Pressures of Society
234269,West Bengal,2007,Causes,Other Causes (Please Specity),Male,30-44,370,Others Causes
234270,West Bengal,2007,Causes,Divorce,Male,30-44,2,Relation Troubles
234272,West Bengal,2007,Causes,Unemployment,Male,30-44,240,Financial issues
234273,West Bengal,2007,Causes,Drug Abuse/Addiction,Male,30-44,36,Drug Abuse/Addiction
234274,West Bengal,2007,Causes,Family Problems,Male,30-44,830,Relation Troubles
234275,West Bengal,2007,Causes,Illness (Aids/STD),Male,30-44,21,Sickness
234276,West Bengal,2007,Causes,Property Dispute,Male,30-44,91,Financial issues
234278,West Bengal,2007,Causes,Failure in Examination,Male,30-44,5,Pressures of Society
234279,West Bengal,2007,Causes,Cancer,Male,30-44,13,Sickness
234280,West Bengal,2007,Causes,Death of Dear Person,Male,30-44,1,Relation Troubles
234281,West Bengal,2007,Causes,Love Affairs,Male,30-44,71,Relation Troubles
234283,West Bengal,2007,Causes,Other Prolonged Illness,Male,30-44,92,Sickness
234284,West Bengal,2007,Causes,Suspected/Illicit Relation,Male,30-44,81,Relation Troubles
234285,West Bengal,2007,Causes,Insanity/Mental Illness,Male,30-44,271,Sickness
234286,West Bengal,2007,Causes,Professional/Career Problem,Male,30-44,105,Financial issues
234287,West Bengal,2007,Causes,Causes Not known,Male,30-44,833,Causes Not known
234289,West Bengal,2007,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,1,Financial issues
234291,West Bengal,2007,Causes,Dowry Dispute,Female,45-59,24,Relation Troubles
234292,West Bengal,2007,Causes,Other Prolonged Illness,Female,45-59,92,Sickness
234293,West Bengal,2007,Causes,Property Dispute,Female,45-59,29,Financial issues
234295,West Bengal,2007,Causes,Illness (Aids/STD),Female,45-59,2,Sickness
234296,West Bengal,2007,Causes,Fall in Social Reputation,Female,45-59,5,Pressures of Society
234297,West Bengal,2007,Causes,Family Problems,Female,45-59,265,Relation Troubles
234298,West Bengal,2007,Causes,Paralysis,Female,45-59,5,Sickness
234299,West Bengal,2007,Causes,Poverty,Female,45-59,10,Financial issues
234300,West Bengal,2007,Causes,Causes Not known,Female,45-59,216,Causes Not known
234301,West Bengal,2007,Causes,Love Affairs,Female,45-59,2,Relation Troubles
234303,West Bengal,2007,Causes,Cancer,Female,45-59,25,Sickness
234305,West Bengal,2007,Causes,Insanity/Mental Illness,Female,45-59,153,Sickness
234306,West Bengal,2007,Causes,Illegitimate Pregnancy,Female,45-59,1,Relation Troubles
234307,West Bengal,2007,Causes,Divorce,Female,45-59,7,Relation Troubles
234308,West Bengal,2007,Causes,Physical Abuse (Rape/Incest Etc.),Female,45-59,5,Physical Abuse (Rape/Incest Etc.)
234309,West Bengal,2007,Causes,Professional/Career Problem,Female,45-59,8,Financial issues
234310,West Bengal,2007,Causes,Suspected/Illicit Relation,Female,45-59,13,Relation Troubles
234312,West Bengal,2007,Causes,Not having Children(Barrenness/Impotency,Female,45-59,33,Relation Troubles
234313,West Bengal,2007,Causes,Death of Dear Person,Female,45-59,6,Relation Troubles
234314,West Bengal,2007,Causes,Other Causes (Please Specity),Female,45-59,111,Others Causes
234315,West Bengal,2007,Causes,Professional/Career Problem,Male,45-59,19,Financial issues
234316,West Bengal,2007,Causes,Other Causes (Please Specity),Male,45-59,249,Others Causes
234317,West Bengal,2007,Causes,Suspected/Illicit Relation,Male,45-59,24,Relation Troubles
234318,West Bengal,2007,Causes,Cancellation/Non-Settlement of Marriage,Male,45-59,1,Relation Troubles
234319,West Bengal,2007,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,35,Financial issues
234320,West Bengal,2007,Causes,Cancer,Male,45-59,38,Sickness
234322,West Bengal,2007,Causes,Not having Children(Barrenness/Impotency,Male,45-59,6,Relation Troubles
234323,West Bengal,2007,Causes,Causes Not known,Male,45-59,403,Causes Not known
234326,West Bengal,2007,Causes,Unemployment,Male,45-59,47,Financial issues
234327,West Bengal,2007,Causes,Property Dispute,Male,45-59,50,Financial issues
234328,West Bengal,2007,Causes,Fall in Social Reputation,Male,45-59,10,Pressures of Society
234332,West Bengal,2007,Causes,Paralysis,Male,45-59,6,Sickness
234333,West Bengal,2007,Causes,Drug Abuse/Addiction,Male,45-59,20,Drug Abuse/Addiction
234334,West Bengal,2007,Causes,Other Prolonged Illness,Male,45-59,203,Sickness
234335,West Bengal,2007,Causes,Illness (Aids/STD),Male,45-59,2,Sickness
234336,West Bengal,2007,Causes,Insanity/Mental Illness,Male,45-59,345,Sickness
234337,West Bengal,2007,Causes,Poverty,Male,45-59,17,Financial issues
234338,West Bengal,2007,Causes,Divorce,Male,45-59,4,Relation Troubles
234339,West Bengal,2007,Causes,Family Problems,Male,45-59,458,Relation Troubles
234340,West Bengal,2007,Causes,Love Affairs,Male,45-59,3,Relation Troubles
234343,West Bengal,2007,Causes,Cancer,Female,60+,10,Sickness
234344,West Bengal,2007,Causes,Other Prolonged Illness,Female,60+,42,Sickness
234346,West Bengal,2007,Causes,Poverty,Female,60+,1,Financial issues
234347,West Bengal,2007,Causes,Death of Dear Person,Female,60+,1,Relation Troubles
234348,West Bengal,2007,Causes,Causes Not known,Female,60+,36,Causes Not known
234353,West Bengal,2007,Causes,Insanity/Mental Illness,Female,60+,21,Sickness
234358,West Bengal,2007,Causes,Property Dispute,Female,60+,9,Financial issues
234359,West Bengal,2007,Causes,Other Causes (Please Specity),Female,60+,56,Others Causes
234360,West Bengal,2007,Causes,Family Problems,Female,60+,47,Relation Troubles
234362,West Bengal,2007,Causes,Paralysis,Female,60+,2,Sickness
234364,West Bengal,2007,Causes,Not having Children(Barrenness/Impotency,Female,60+,7,Relation Troubles
234367,West Bengal,2007,Causes,Other Causes (Please Specity),Male,60+,67,Others Causes
234368,West Bengal,2007,Causes,Suspected/Illicit Relation,Male,60+,1,Relation Troubles
234369,West Bengal,2007,Causes,Other Prolonged Illness,Male,60+,86,Sickness
234370,West Bengal,2007,Causes,Bankruptcy or Sudden change in Economic,Male,60+,3,Financial issues
234375,West Bengal,2007,Causes,Drug Abuse/Addiction,Male,60+,3,Drug Abuse/Addiction
234376,West Bengal,2007,Causes,Death of Dear Person,Male,60+,3,Relation Troubles
234377,West Bengal,2007,Causes,Fall in Social Reputation,Male,60+,5,Pressures of Society
234378,West Bengal,2007,Causes,Not having Children(Barrenness/Impotency,Male,60+,1,Relation Troubles
234379,West Bengal,2007,Causes,Paralysis,Male,60+,4,Sickness
234380,West Bengal,2007,Causes,Love Affairs,Male,60+,3,Relation Troubles
234381,West Bengal,2007,Causes,Poverty,Male,60+,9,Financial issues
234382,West Bengal,2007,Causes,Property Dispute,Male,60+,10,Financial issues
234383,West Bengal,2007,Causes,Cancer,Male,60+,55,Sickness
234385,West Bengal,2007,Causes,Professional/Career Problem,Male,60+,2,Financial issues
234386,West Bengal,2007,Causes,Family Problems,Male,60+,92,Relation Troubles
234387,West Bengal,2007,Causes,Insanity/Mental Illness,Male,60+,36,Sickness
234389,West Bengal,2007,Causes,Unemployment,Male,60+,4,Financial issues
234390,West Bengal,2007,Causes,Causes Not known,Male,60+,112,Causes Not known
234699,West Bengal,2008,Causes,Other Prolonged Illness,Female,0-14,3,Sickness
234703,West Bengal,2008,Causes,Unemployment,Female,0-14,1,Financial issues
234704,West Bengal,2008,Causes,Love Affairs,Female,0-14,35,Relation Troubles
234705,West Bengal,2008,Causes,Other Causes (Please Specity),Female,0-14,49,Others Causes
234707,West Bengal,2008,Causes,Illegitimate Pregnancy,Female,0-14,1,Relation Troubles
234709,West Bengal,2008,Causes,Cancellation/Non-Settlement of Marriage,Female,0-14,3,Relation Troubles
234710,West Bengal,2008,Causes,Family Problems,Female,0-14,30,Relation Troubles
234711,West Bengal,2008,Causes,Physical Abuse (Rape/Incest Etc.),Female,0-14,1,Physical Abuse (Rape/Incest Etc.)
234712,West Bengal,2008,Causes,Causes Not known,Female,0-14,58,Causes Not known
234718,West Bengal,2008,Causes,Suspected/Illicit Relation,Female,0-14,1,Relation Troubles
234721,West Bengal,2008,Causes,Failure in Examination,Female,0-14,41,Pressures of Society
234723,West Bengal,2008,Causes,Insanity/Mental Illness,Female,0-14,13,Sickness
234724,West Bengal,2008,Causes,Death of Dear Person,Female,0-14,5,Relation Troubles
234729,West Bengal,2008,Causes,Other Prolonged Illness,Male,0-14,5,Sickness
234734,West Bengal,2008,Causes,Death of Dear Person,Male,0-14,4,Relation Troubles
234736,West Bengal,2008,Causes,Family Problems,Male,0-14,49,Relation Troubles
234737,West Bengal,2008,Causes,Other Causes (Please Specity),Male,0-14,73,Others Causes
234741,West Bengal,2008,Causes,Failure in Examination,Male,0-14,44,Pressures of Society
234744,West Bengal,2008,Causes,Insanity/Mental Illness,Male,0-14,9,Sickness
234746,West Bengal,2008,Causes,Causes Not known,Male,0-14,82,Causes Not known
234747,West Bengal,2008,Causes,Love Affairs,Male,0-14,9,Relation Troubles
234751,West Bengal,2008,Causes,Divorce,Female,15-29,24,Relation Troubles
234752,West Bengal,2008,Causes,Suspected/Illicit Relation,Female,15-29,66,Relation Troubles
234753,West Bengal,2008,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,61,Relation Troubles
234754,West Bengal,2008,Causes,Failure in Examination,Female,15-29,100,Pressures of Society
234755,West Bengal,2008,Causes,Family Problems,Female,15-29,479,Relation Troubles
234756,West Bengal,2008,Causes,Insanity/Mental Illness,Female,15-29,173,Sickness
234757,West Bengal,2008,Causes,Professional/Career Problem,Female,15-29,3,Financial issues
234761,West Bengal,2008,Causes,Causes Not known,Female,15-29,496,Causes Not known
234762,West Bengal,2008,Causes,Property Dispute,Female,15-29,7,Financial issues
234763,West Bengal,2008,Causes,Death of Dear Person,Female,15-29,174,Relation Troubles
234764,West Bengal,2008,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,2,Financial issues
234765,West Bengal,2008,Causes,Fall in Social Reputation,Female,15-29,7,Pressures of Society
234767,West Bengal,2008,Causes,Love Affairs,Female,15-29,297,Relation Troubles
234768,West Bengal,2008,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,19,Physical Abuse (Rape/Incest Etc.)
234769,West Bengal,2008,Causes,Poverty,Female,15-29,5,Financial issues
234770,West Bengal,2008,Causes,Dowry Dispute,Female,15-29,485,Relation Troubles
234771,West Bengal,2008,Causes,Illegitimate Pregnancy,Female,15-29,32,Relation Troubles
234772,West Bengal,2008,Causes,Not having Children(Barrenness/Impotency,Female,15-29,9,Relation Troubles
234774,West Bengal,2008,Causes,Unemployment,Female,15-29,13,Financial issues
234775,West Bengal,2008,Causes,Other Causes (Please Specity),Female,15-29,516,Others Causes
234776,West Bengal,2008,Causes,Other Prolonged Illness,Female,15-29,36,Sickness
234777,West Bengal,2008,Causes,Paralysis,Male,15-29,2,Sickness
234780,West Bengal,2008,Causes,Dowry Dispute,Male,15-29,1,Relation Troubles
234781,West Bengal,2008,Causes,Fall in Social Reputation,Male,15-29,6,Pressures of Society
234782,West Bengal,2008,Causes,Death of Dear Person,Male,15-29,12,Relation Troubles
234783,West Bengal,2008,Causes,Cancer,Male,15-29,3,Sickness
234784,West Bengal,2008,Causes,Unemployment,Male,15-29,126,Financial issues
234785,West Bengal,2008,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,4,Financial issues
234786,West Bengal,2008,Causes,Family Problems,Male,15-29,541,Relation Troubles
234787,West Bengal,2008,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,17,Relation Troubles
234788,West Bengal,2008,Causes,Failure in Examination,Male,15-29,123,Pressures of Society
234790,West Bengal,2008,Causes,Drug Abuse/Addiction,Male,15-29,36,Drug Abuse/Addiction
234791,West Bengal,2008,Causes,Professional/Career Problem,Male,15-29,19,Financial issues
234792,West Bengal,2008,Causes,Love Affairs,Male,15-29,272,Relation Troubles
234793,West Bengal,2008,Causes,Poverty,Male,15-29,10,Financial issues
234794,West Bengal,2008,Causes,Property Dispute,Male,15-29,37,Financial issues
234795,West Bengal,2008,Causes,Causes Not known,Male,15-29,789,Causes Not known
234796,West Bengal,2008,Causes,Suspected/Illicit Relation,Male,15-29,70,Relation Troubles
234799,West Bengal,2008,Causes,Other Prolonged Illness,Male,15-29,60,Sickness
234801,West Bengal,2008,Causes,Insanity/Mental Illness,Male,15-29,132,Sickness
234802,West Bengal,2008,Causes,Other Causes (Please Specity),Male,15-29,546,Others Causes
234803,West Bengal,2008,Causes,Causes Not known,Female,30-44,389,Causes Not known
234804,West Bengal,2008,Causes,Failure in Examination,Female,30-44,3,Pressures of Society
234805,West Bengal,2008,Causes,Unemployment,Female,30-44,7,Financial issues
234806,West Bengal,2008,Causes,Not having Children(Barrenness/Impotency,Female,30-44,21,Relation Troubles
234807,West Bengal,2008,Causes,Dowry Dispute,Female,30-44,255,Relation Troubles
234809,West Bengal,2008,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,23,Relation Troubles
234810,West Bengal,2008,Causes,Divorce,Female,30-44,39,Relation Troubles
234812,West Bengal,2008,Causes,Illegitimate Pregnancy,Female,30-44,11,Relation Troubles
234813,West Bengal,2008,Causes,Love Affairs,Female,30-44,87,Relation Troubles
234814,West Bengal,2008,Causes,Cancer,Female,30-44,16,Sickness
234815,West Bengal,2008,Causes,Death of Dear Person,Female,30-44,8,Relation Troubles
234816,West Bengal,2008,Causes,Paralysis,Female,30-44,7,Sickness
234817,West Bengal,2008,Causes,Family Problems,Female,30-44,493,Relation Troubles
234818,West Bengal,2008,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,6,Financial issues
234819,West Bengal,2008,Causes,Fall in Social Reputation,Female,30-44,17,Pressures of Society
234820,West Bengal,2008,Causes,Physical Abuse (Rape/Incest Etc.),Female,30-44,3,Physical Abuse (Rape/Incest Etc.)
234821,West Bengal,2008,Causes,Insanity/Mental Illness,Female,30-44,285,Sickness
234822,West Bengal,2008,Causes,Other Prolonged Illness,Female,30-44,77,Sickness
234824,West Bengal,2008,Causes,Other Causes (Please Specity),Female,30-44,335,Others Causes
234825,West Bengal,2008,Causes,Property Dispute,Female,30-44,26,Financial issues
234826,West Bengal,2008,Causes,Suspected/Illicit Relation,Female,30-44,44,Relation Troubles
234828,West Bengal,2008,Causes,Poverty,Female,30-44,8,Financial issues
234829,West Bengal,2008,Causes,Failure in Examination,Male,30-44,8,Pressures of Society
234830,West Bengal,2008,Causes,Drug Abuse/Addiction,Male,30-44,44,Drug Abuse/Addiction
234831,West Bengal,2008,Causes,Other Prolonged Illness,Male,30-44,111,Sickness
234833,West Bengal,2008,Causes,Family Problems,Male,30-44,841,Relation Troubles
234835,West Bengal,2008,Causes,Death of Dear Person,Male,30-44,2,Relation Troubles
234836,West Bengal,2008,Causes,Insanity/Mental Illness,Male,30-44,287,Sickness
234837,West Bengal,2008,Causes,Other Causes (Please Specity),Male,30-44,652,Others Causes
234838,West Bengal,2008,Causes,Suspected/Illicit Relation,Male,30-44,39,Relation Troubles
234840,West Bengal,2008,Causes,Poverty,Male,30-44,12,Financial issues
234841,West Bengal,2008,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,42,Financial issues
234842,West Bengal,2008,Causes,Cancer,Male,30-44,14,Sickness
234843,West Bengal,2008,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,24,Relation Troubles
234844,West Bengal,2008,Causes,Unemployment,Male,30-44,164,Financial issues
234845,West Bengal,2008,Causes,Fall in Social Reputation,Male,30-44,29,Pressures of Society
234847,West Bengal,2008,Causes,Causes Not known,Male,30-44,823,Causes Not known
234848,West Bengal,2008,Causes,Love Affairs,Male,30-44,89,Relation Troubles
234849,West Bengal,2008,Causes,Paralysis,Male,30-44,4,Sickness
234851,West Bengal,2008,Causes,Divorce,Male,30-44,2,Relation Troubles
234852,West Bengal,2008,Causes,Property Dispute,Male,30-44,73,Financial issues
234853,West Bengal,2008,Causes,Not having Children(Barrenness/Impotency,Male,30-44,13,Relation Troubles
234854,West Bengal,2008,Causes,Professional/Career Problem,Male,30-44,54,Financial issues
234855,West Bengal,2008,Causes,Poverty,Female,45-59,8,Financial issues
234856,West Bengal,2008,Causes,Not having Children(Barrenness/Impotency,Female,45-59,1,Relation Troubles
234857,West Bengal,2008,Causes,Family Problems,Female,45-59,195,Relation Troubles
234858,West Bengal,2008,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,2,Financial issues
234859,West Bengal,2008,Causes,Fall in Social Reputation,Female,45-59,1,Pressures of Society
234860,West Bengal,2008,Causes,Other Causes (Please Specity),Female,45-59,111,Others Causes
234861,West Bengal,2008,Causes,Physical Abuse (Rape/Incest Etc.),Female,45-59,5,Physical Abuse (Rape/Incest Etc.)
234862,West Bengal,2008,Causes,Illegitimate Pregnancy,Female,45-59,1,Relation Troubles
234863,West Bengal,2008,Causes,Death of Dear Person,Female,45-59,4,Relation Troubles
234864,West Bengal,2008,Causes,Cancer,Female,45-59,29,Sickness
234866,West Bengal,2008,Causes,Property Dispute,Female,45-59,13,Financial issues
234868,West Bengal,2008,Causes,Insanity/Mental Illness,Female,45-59,173,Sickness
234869,West Bengal,2008,Causes,Love Affairs,Female,45-59,1,Relation Troubles
234870,West Bengal,2008,Causes,Other Prolonged Illness,Female,45-59,89,Sickness
234871,West Bengal,2008,Causes,Cancellation/Non-Settlement of Marriage,Female,45-59,1,Relation Troubles
234873,West Bengal,2008,Causes,Paralysis,Female,45-59,11,Sickness
234874,West Bengal,2008,Causes,Failure in Examination,Female,45-59,3,Pressures of Society
234875,West Bengal,2008,Causes,Divorce,Female,45-59,3,Relation Troubles
234876,West Bengal,2008,Causes,Causes Not known,Female,45-59,221,Causes Not known
234878,West Bengal,2008,Causes,Suspected/Illicit Relation,Female,45-59,9,Relation Troubles
234880,West Bengal,2008,Causes,Dowry Dispute,Female,45-59,21,Relation Troubles
234881,West Bengal,2008,Causes,Professional/Career Problem,Male,45-59,12,Financial issues
234882,West Bengal,2008,Causes,Other Prolonged Illness,Male,45-59,124,Sickness
234883,West Bengal,2008,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,22,Financial issues
234887,West Bengal,2008,Causes,Cancellation/Non-Settlement of Marriage,Male,45-59,12,Relation Troubles
234888,West Bengal,2008,Causes,Causes Not known,Male,45-59,352,Causes Not known
234889,West Bengal,2008,Causes,Not having Children(Barrenness/Impotency,Male,45-59,8,Relation Troubles
234890,West Bengal,2008,Causes,Paralysis,Male,45-59,15,Sickness
234891,West Bengal,2008,Causes,Fall in Social Reputation,Male,45-59,12,Pressures of Society
234892,West Bengal,2008,Causes,Other Causes (Please Specity),Male,45-59,209,Others Causes
234894,West Bengal,2008,Causes,Suspected/Illicit Relation,Male,45-59,12,Relation Troubles
234895,West Bengal,2008,Causes,Cancer,Male,45-59,56,Sickness
234896,West Bengal,2008,Causes,Divorce,Male,45-59,1,Relation Troubles
234897,West Bengal,2008,Causes,Unemployment,Male,45-59,33,Financial issues
234898,West Bengal,2008,Causes,Drug Abuse/Addiction,Male,45-59,19,Drug Abuse/Addiction
234900,West Bengal,2008,Causes,Poverty,Male,45-59,10,Financial issues
234902,West Bengal,2008,Causes,Property Dispute,Male,45-59,47,Financial issues
234903,West Bengal,2008,Causes,Family Problems,Male,45-59,372,Relation Troubles
234905,West Bengal,2008,Causes,Love Affairs,Male,45-59,2,Relation Troubles
234906,West Bengal,2008,Causes,Insanity/Mental Illness,Male,45-59,275,Sickness
234907,West Bengal,2008,Causes,Other Prolonged Illness,Female,60+,32,Sickness
234909,West Bengal,2008,Causes,Paralysis,Female,60+,5,Sickness
234912,West Bengal,2008,Causes,Family Problems,Female,60+,36,Relation Troubles
234913,West Bengal,2008,Causes,Cancer,Female,60+,8,Sickness
234914,West Bengal,2008,Causes,Property Dispute,Female,60+,4,Financial issues
234915,West Bengal,2008,Causes,Causes Not known,Female,60+,41,Causes Not known
234916,West Bengal,2008,Causes,Insanity/Mental Illness,Female,60+,19,Sickness
234925,West Bengal,2008,Causes,Other Causes (Please Specity),Female,60+,23,Others Causes
234927,West Bengal,2008,Causes,Suspected/Illicit Relation,Female,60+,8,Relation Troubles
234936,West Bengal,2008,Causes,Other Causes (Please Specity),Male,60+,42,Others Causes
234938,West Bengal,2008,Causes,Drug Abuse/Addiction,Male,60+,2,Drug Abuse/Addiction
234939,West Bengal,2008,Causes,Paralysis,Male,60+,4,Sickness
234940,West Bengal,2008,Causes,Insanity/Mental Illness,Male,60+,36,Sickness
234942,West Bengal,2008,Causes,Bankruptcy or Sudden change in Economic,Male,60+,1,Financial issues
234943,West Bengal,2008,Causes,Property Dispute,Male,60+,4,Financial issues
234944,West Bengal,2008,Causes,Death of Dear Person,Male,60+,2,Relation Troubles
234945,West Bengal,2008,Causes,Family Problems,Male,60+,49,Relation Troubles
234946,West Bengal,2008,Causes,Cancer,Male,60+,60,Sickness
234948,West Bengal,2008,Causes,Fall in Social Reputation,Male,60+,5,Pressures of Society
234950,West Bengal,2008,Causes,Other Prolonged Illness,Male,60+,44,Sickness
234952,West Bengal,2008,Causes,Professional/Career Problem,Male,60+,1,Financial issues
234954,West Bengal,2008,Causes,Poverty,Male,60+,1,Financial issues
234956,West Bengal,2008,Causes,Causes Not known,Male,60+,117,Causes Not known
235265,West Bengal,2009,Causes,Dowry Dispute,Female,0-14,9,Relation Troubles
235266,West Bengal,2009,Causes,Insanity/Mental Illness,Female,0-14,11,Sickness
235268,West Bengal,2009,Causes,Family Problems,Female,0-14,16,Relation Troubles
235270,West Bengal,2009,Causes,Suspected/Illicit Relation,Female,0-14,1,Relation Troubles
235273,West Bengal,2009,Causes,Love Affairs,Female,0-14,37,Relation Troubles
235275,West Bengal,2009,Causes,Other Causes (Please Specity),Female,0-14,30,Others Causes
235279,West Bengal,2009,Causes,Illegitimate Pregnancy,Female,0-14,3,Relation Troubles
235281,West Bengal,2009,Causes,Causes Not known,Female,0-14,66,Causes Not known
235287,West Bengal,2009,Causes,Failure in Examination,Female,0-14,37,Pressures of Society
235289,West Bengal,2009,Causes,Physical Abuse (Rape/Incest Etc.),Female,0-14,1,Physical Abuse (Rape/Incest Etc.)
235290,West Bengal,2009,Causes,Death of Dear Person,Female,0-14,7,Relation Troubles
235291,West Bengal,2009,Causes,Fall in Social Reputation,Male,0-14,1,Pressures of Society
235292,West Bengal,2009,Causes,Insanity/Mental Illness,Male,0-14,7,Sickness
235294,West Bengal,2009,Causes,Causes Not known,Male,0-14,116,Causes Not known
235297,West Bengal,2009,Causes,Love Affairs,Male,0-14,13,Relation Troubles
235301,West Bengal,2009,Causes,Unemployment,Male,0-14,2,Financial issues
235308,West Bengal,2009,Causes,Death of Dear Person,Male,0-14,5,Relation Troubles
235310,West Bengal,2009,Causes,Family Problems,Male,0-14,21,Relation Troubles
235311,West Bengal,2009,Causes,Other Prolonged Illness,Male,0-14,3,Sickness
235312,West Bengal,2009,Causes,Failure in Examination,Male,0-14,34,Pressures of Society
235316,West Bengal,2009,Causes,Other Causes (Please Specity),Male,0-14,33,Others Causes
235317,West Bengal,2009,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,2,Physical Abuse (Rape/Incest Etc.)
235318,West Bengal,2009,Causes,Divorce,Female,15-29,12,Relation Troubles
235319,West Bengal,2009,Causes,Suspected/Illicit Relation,Female,15-29,55,Relation Troubles
235320,West Bengal,2009,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,51,Relation Troubles
235321,West Bengal,2009,Causes,Causes Not known,Female,15-29,524,Causes Not known
235322,West Bengal,2009,Causes,Unemployment,Female,15-29,31,Financial issues
235323,West Bengal,2009,Causes,Love Affairs,Female,15-29,294,Relation Troubles
235324,West Bengal,2009,Causes,Family Problems,Female,15-29,621,Relation Troubles
235325,West Bengal,2009,Causes,Illness (Aids/STD),Female,15-29,1,Sickness
235326,West Bengal,2009,Causes,Illegitimate Pregnancy,Female,15-29,24,Relation Troubles
235327,West Bengal,2009,Causes,Fall in Social Reputation,Female,15-29,25,Pressures of Society
235328,West Bengal,2009,Causes,Poverty,Female,15-29,2,Financial issues
235329,West Bengal,2009,Causes,Professional/Career Problem,Female,15-29,2,Financial issues
235330,West Bengal,2009,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,9,Financial issues
235331,West Bengal,2009,Causes,Cancer,Female,15-29,2,Sickness
235332,West Bengal,2009,Causes,Dowry Dispute,Female,15-29,459,Relation Troubles
235333,West Bengal,2009,Causes,Other Prolonged Illness,Female,15-29,52,Sickness
235335,West Bengal,2009,Causes,Not having Children(Barrenness/Impotency,Female,15-29,3,Relation Troubles
235336,West Bengal,2009,Causes,Other Causes (Please Specity),Female,15-29,283,Others Causes
235337,West Bengal,2009,Causes,Insanity/Mental Illness,Female,15-29,170,Sickness
235338,West Bengal,2009,Causes,Death of Dear Person,Female,15-29,12,Relation Troubles
235340,West Bengal,2009,Causes,Failure in Examination,Female,15-29,87,Pressures of Society
235341,West Bengal,2009,Causes,Property Dispute,Female,15-29,4,Financial issues
235343,West Bengal,2009,Causes,Love Affairs,Male,15-29,281,Relation Troubles
235344,West Bengal,2009,Causes,Paralysis,Male,15-29,1,Sickness
235345,West Bengal,2009,Causes,Causes Not known,Male,15-29,700,Causes Not known
235347,West Bengal,2009,Causes,Professional/Career Problem,Male,15-29,71,Financial issues
235348,West Bengal,2009,Causes,Failure in Examination,Male,15-29,96,Pressures of Society
235350,West Bengal,2009,Causes,Divorce,Male,15-29,4,Relation Troubles
235351,West Bengal,2009,Causes,Cancer,Male,15-29,5,Sickness
235352,West Bengal,2009,Causes,Unemployment,Male,15-29,155,Financial issues
235353,West Bengal,2009,Causes,Insanity/Mental Illness,Male,15-29,113,Sickness
235355,West Bengal,2009,Causes,Suspected/Illicit Relation,Male,15-29,30,Relation Troubles
235356,West Bengal,2009,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,7,Relation Troubles
235357,West Bengal,2009,Causes,Drug Abuse/Addiction,Male,15-29,32,Drug Abuse/Addiction
235358,West Bengal,2009,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,4,Financial issues
235359,West Bengal,2009,Causes,Death of Dear Person,Male,15-29,12,Relation Troubles
