,State,Year,Categories,Age_group,Total
9843,Uttar Pradesh,2002,Relation Troubles,15-29,922
9844,Uttar Pradesh,2002,Relation Troubles,30-44,516
9845,Uttar Pradesh,2002,Relation Troubles,45-59,179
9846,Uttar Pradesh,2002,Relation Troubles,60+,66
9847,Uttar Pradesh,2002,Sickness,0-14,22
9848,Uttar Pradesh,2002,Sickness,15-29,101
9849,Uttar Pradesh,2002,Sickness,30-44,165
9850,Uttar Pradesh,2002,Sickness,45-59,171
9851,Uttar Pradesh,2002,Sickness,60+,62
9852,Uttar Pradesh,2003,Causes Not known,0-14,59
9853,Uttar Pradesh,2003,Causes Not known,15-29,301
9854,Uttar Pradesh,2003,Causes Not known,30-44,263
9855,Uttar Pradesh,2003,Causes Not known,45-59,176
9856,Uttar Pradesh,2003,Causes Not known,60+,95
9857,Uttar Pradesh,2003,Drug Abuse/Addiction,0-14,1
9858,Uttar Pradesh,2003,Drug Abuse/Addiction,15-29,22
9859,Uttar Pradesh,2003,Drug Abuse/Addiction,30-44,32
9860,Uttar Pradesh,2003,Drug Abuse/Addiction,45-59,20
9861,Uttar Pradesh,2003,Drug Abuse/Addiction,60+,10
9862,Uttar Pradesh,2003,Financial issues,0-14,6
9863,Uttar Pradesh,2003,Financial issues,15-29,132
9864,Uttar Pradesh,2003,Financial issues,30-44,117
9865,Uttar Pradesh,2003,Financial issues,45-59,86
9866,Uttar Pradesh,2003,Financial issues,60+,17
9867,Uttar Pradesh,2003,Others Causes,0-14,14
9868,Uttar Pradesh,2003,Others Causes,15-29,90
9869,Uttar Pradesh,2003,Others Causes,30-44,73
9870,Uttar Pradesh,2003,Others Causes,45-59,40
9871,Uttar Pradesh,2003,Others Causes,60+,13
9872,Uttar Pradesh,2003,Physical Abuse (Rape/Incest Etc.),0-14,1
9873,Uttar Pradesh,2003,Physical Abuse (Rape/Incest Etc.),15-29,11
9874,Uttar Pradesh,2003,Physical Abuse (Rape/Incest Etc.),30-44,1
9875,Uttar Pradesh,2003,Physical Abuse (Rape/Incest Etc.),60+,1
9876,Uttar Pradesh,2003,Pressures of Society,0-14,24
9877,Uttar Pradesh,2003,Pressures of Society,15-29,103
9878,Uttar Pradesh,2003,Pressures of Society,30-44,17
9879,Uttar Pradesh,2003,Pressures of Society,45-59,14
9880,Uttar Pradesh,2003,Pressures of Society,60+,3
9881,Uttar Pradesh,2003,Relation Troubles,0-14,39
9882,Uttar Pradesh,2003,Relation Troubles,15-29,869
9883,Uttar Pradesh,2003,Relation Troubles,30-44,429
9884,Uttar Pradesh,2003,Relation Troubles,45-59,117
9885,Uttar Pradesh,2003,Relation Troubles,60+,35
9886,Uttar Pradesh,2003,Sickness,0-14,12
9887,Uttar Pradesh,2003,Sickness,15-29,87
9888,Uttar Pradesh,2003,Sickness,30-44,120
9889,Uttar Pradesh,2003,Sickness,45-59,133
9890,Uttar Pradesh,2003,Sickness,60+,80
9891,Uttar Pradesh,2004,Causes Not known,0-14,73
9892,Uttar Pradesh,2004,Causes Not known,15-29,361
9893,Uttar Pradesh,2004,Causes Not known,30-44,324
9894,Uttar Pradesh,2004,Causes Not known,45-59,146
9895,Uttar Pradesh,2004,Causes Not known,60+,70
9896,Uttar Pradesh,2004,Drug Abuse/Addiction,0-14,2
9897,Uttar Pradesh,2004,Drug Abuse/Addiction,15-29,23
9898,Uttar Pradesh,2004,Drug Abuse/Addiction,30-44,40
9899,Uttar Pradesh,2004,Drug Abuse/Addiction,45-59,26
9900,Uttar Pradesh,2004,Drug Abuse/Addiction,60+,3
9901,Uttar Pradesh,2004,Financial issues,0-14,3
9902,Uttar Pradesh,2004,Financial issues,15-29,81
9903,Uttar Pradesh,2004,Financial issues,30-44,126
9904,Uttar Pradesh,2004,Financial issues,45-59,64
9905,Uttar Pradesh,2004,Financial issues,60+,9
9906,Uttar Pradesh,2004,Others Causes,0-14,18
9907,Uttar Pradesh,2004,Others Causes,15-29,195
9908,Uttar Pradesh,2004,Others Causes,30-44,87
9909,Uttar Pradesh,2004,Others Causes,45-59,56
9910,Uttar Pradesh,2004,Others Causes,60+,28
9911,Uttar Pradesh,2004,Physical Abuse (Rape/Incest Etc.),15-29,7
9912,Uttar Pradesh,2004,Physical Abuse (Rape/Incest Etc.),30-44,6
9913,Uttar Pradesh,2004,Physical Abuse (Rape/Incest Etc.),45-59,3
9914,Uttar Pradesh,2004,Pressures of Society,0-14,5
9915,Uttar Pradesh,2004,Pressures of Society,15-29,135
9916,Uttar Pradesh,2004,Pressures of Society,30-44,34
9917,Uttar Pradesh,2004,Pressures of Society,45-59,12
9918,Uttar Pradesh,2004,Pressures of Society,60+,6
9919,Uttar Pradesh,2004,Relation Troubles,0-14,37
9920,Uttar Pradesh,2004,Relation Troubles,15-29,764
9921,Uttar Pradesh,2004,Relation Troubles,30-44,355
9922,Uttar Pradesh,2004,Relation Troubles,45-59,120
9923,Uttar Pradesh,2004,Relation Troubles,60+,24
9924,Uttar Pradesh,2004,Sickness,0-14,14
9925,Uttar Pradesh,2004,Sickness,15-29,93
9926,Uttar Pradesh,2004,Sickness,30-44,121
9927,Uttar Pradesh,2004,Sickness,45-59,112
9928,Uttar Pradesh,2004,Sickness,60+,54
9929,Uttar Pradesh,2005,Causes Not known,0-14,46
9930,Uttar Pradesh,2005,Causes Not known,15-29,427
9931,Uttar Pradesh,2005,Causes Not known,30-44,305
9932,Uttar Pradesh,2005,Causes Not known,45-59,171
9933,Uttar Pradesh,2005,Causes Not known,60+,71
9934,Uttar Pradesh,2005,Drug Abuse/Addiction,15-29,19
9935,Uttar Pradesh,2005,Drug Abuse/Addiction,30-44,31
9936,Uttar Pradesh,2005,Drug Abuse/Addiction,45-59,31
9937,Uttar Pradesh,2005,Drug Abuse/Addiction,60+,10
9938,Uttar Pradesh,2005,Financial issues,15-29,67
9939,Uttar Pradesh,2005,Financial issues,30-44,122
9940,Uttar Pradesh,2005,Financial issues,45-59,65
9941,Uttar Pradesh,2005,Financial issues,60+,19
9942,Uttar Pradesh,2005,Others Causes,0-14,18
9943,Uttar Pradesh,2005,Others Causes,15-29,73
9944,Uttar Pradesh,2005,Others Causes,30-44,95
9945,Uttar Pradesh,2005,Others Causes,45-59,52
9946,Uttar Pradesh,2005,Others Causes,60+,22
9947,Uttar Pradesh,2005,Physical Abuse (Rape/Incest Etc.),0-14,1
9948,Uttar Pradesh,2005,Physical Abuse (Rape/Incest Etc.),15-29,13
9949,Uttar Pradesh,2005,Physical Abuse (Rape/Incest Etc.),30-44,4
9950,Uttar Pradesh,2005,Physical Abuse (Rape/Incest Etc.),45-59,1
9951,Uttar Pradesh,2005,Pressures of Society,0-14,10
9952,Uttar Pradesh,2005,Pressures of Society,15-29,87
9953,Uttar Pradesh,2005,Pressures of Society,30-44,24
9954,Uttar Pradesh,2005,Pressures of Society,45-59,9
9955,Uttar Pradesh,2005,Pressures of Society,60+,2
9956,Uttar Pradesh,2005,Relation Troubles,0-14,34
9957,Uttar Pradesh,2005,Relation Troubles,15-29,676
9958,Uttar Pradesh,2005,Relation Troubles,30-44,372
9959,Uttar Pradesh,2005,Relation Troubles,45-59,112
9960,Uttar Pradesh,2005,Relation Troubles,60+,27
9961,Uttar Pradesh,2005,Sickness,0-14,8
9962,Uttar Pradesh,2005,Sickness,15-29,69
9963,Uttar Pradesh,2005,Sickness,30-44,133
9964,Uttar Pradesh,2005,Sickness,45-59,136
9965,Uttar Pradesh,2005,Sickness,60+,87
9966,Uttar Pradesh,2006,Causes Not known,0-14,64
9967,Uttar Pradesh,2006,Causes Not known,15-29,261
9968,Uttar Pradesh,2006,Causes Not known,30-44,220
9969,Uttar Pradesh,2006,Causes Not known,45-59,86
9970,Uttar Pradesh,2006,Causes Not known,60+,43
9971,Uttar Pradesh,2006,Drug Abuse/Addiction,15-29,21
9972,Uttar Pradesh,2006,Drug Abuse/Addiction,30-44,43
9973,Uttar Pradesh,2006,Drug Abuse/Addiction,45-59,20
9974,Uttar Pradesh,2006,Drug Abuse/Addiction,60+,5
9975,Uttar Pradesh,2006,Financial issues,0-14,4
9976,Uttar Pradesh,2006,Financial issues,15-29,51
9977,Uttar Pradesh,2006,Financial issues,30-44,102
9978,Uttar Pradesh,2006,Financial issues,45-59,51
9979,Uttar Pradesh,2006,Financial issues,60+,13
9980,Uttar Pradesh,2006,Others Causes,0-14,15
9981,Uttar Pradesh,2006,Others Causes,15-29,121
9982,Uttar Pradesh,2006,Others Causes,30-44,188
9983,Uttar Pradesh,2006,Others Causes,45-59,56
9984,Uttar Pradesh,2006,Others Causes,60+,16
9985,Uttar Pradesh,2006,Physical Abuse (Rape/Incest Etc.),0-14,4
9986,Uttar Pradesh,2006,Physical Abuse (Rape/Incest Etc.),15-29,3
9987,Uttar Pradesh,2006,Physical Abuse (Rape/Incest Etc.),30-44,5
9988,Uttar Pradesh,2006,Pressures of Society,0-14,9
9989,Uttar Pradesh,2006,Pressures of Society,15-29,127
9990,Uttar Pradesh,2006,Pressures of Society,30-44,10
9991,Uttar Pradesh,2006,Pressures of Society,45-59,7
9992,Uttar Pradesh,2006,Pressures of Society,60+,3
9993,Uttar Pradesh,2006,Relation Troubles,0-14,15
9994,Uttar Pradesh,2006,Relation Troubles,15-29,696
9995,Uttar Pradesh,2006,Relation Troubles,30-44,328
9996,Uttar Pradesh,2006,Relation Troubles,45-59,80
9997,Uttar Pradesh,2006,Relation Troubles,60+,28
9998,Uttar Pradesh,2006,Sickness,0-14,8
9999,Uttar Pradesh,2006,Sickness,15-29,86
10000,Uttar Pradesh,2006,Sickness,30-44,139
10001,Uttar Pradesh,2006,Sickness,45-59,96
10002,Uttar Pradesh,2006,Sickness,60+,75
10003,Uttar Pradesh,2007,Causes Not known,0-14,57
10004,Uttar Pradesh,2007,Causes Not known,15-29,370
10005,Uttar Pradesh,2007,Causes Not known,30-44,286
10006,Uttar Pradesh,2007,Causes Not known,45-59,189
10007,Uttar Pradesh,2007,Causes Not known,60+,93
10008,Uttar Pradesh,2007,Drug Abuse/Addiction,0-14,1
10009,Uttar Pradesh,2007,Drug Abuse/Addiction,15-29,16
10010,Uttar Pradesh,2007,Drug Abuse/Addiction,30-44,50
10011,Uttar Pradesh,2007,Drug Abuse/Addiction,45-59,39
10012,Uttar Pradesh,2007,Drug Abuse/Addiction,60+,11
10013,Uttar Pradesh,2007,Financial issues,0-14,5
10014,Uttar Pradesh,2007,Financial issues,15-29,57
10015,Uttar Pradesh,2007,Financial issues,30-44,86
10016,Uttar Pradesh,2007,Financial issues,45-59,57
10017,Uttar Pradesh,2007,Financial issues,60+,12
10018,Uttar Pradesh,2007,Others Causes,0-14,18
10019,Uttar Pradesh,2007,Others Causes,15-29,159
10020,Uttar Pradesh,2007,Others Causes,30-44,141
10021,Uttar Pradesh,2007,Others Causes,45-59,68
10022,Uttar Pradesh,2007,Others Causes,60+,32
10023,Uttar Pradesh,2007,Physical Abuse (Rape/Incest Etc.),15-29,5
10024,Uttar Pradesh,2007,Physical Abuse (Rape/Incest Etc.),30-44,1
10025,Uttar Pradesh,2007,Physical Abuse (Rape/Incest Etc.),45-59,1
10026,Uttar Pradesh,2007,Pressures of Society,0-14,6
10027,Uttar Pradesh,2007,Pressures of Society,15-29,137
10028,Uttar Pradesh,2007,Pressures of Society,30-44,28
10029,Uttar Pradesh,2007,Pressures of Society,45-59,6
10030,Uttar Pradesh,2007,Pressures of Society,60+,3
10031,Uttar Pradesh,2007,Relation Troubles,0-14,27
10032,Uttar Pradesh,2007,Relation Troubles,15-29,840
10033,Uttar Pradesh,2007,Relation Troubles,30-44,430
10034,Uttar Pradesh,2007,Relation Troubles,45-59,101
10035,Uttar Pradesh,2007,Relation Troubles,60+,24
10036,Uttar Pradesh,2007,Sickness,0-14,5
10037,Uttar Pradesh,2007,Sickness,15-29,101
10038,Uttar Pradesh,2007,Sickness,30-44,163
10039,Uttar Pradesh,2007,Sickness,45-59,160
10040,Uttar Pradesh,2007,Sickness,60+,142
10041,Uttar Pradesh,2008,Causes Not known,0-14,64
10042,Uttar Pradesh,2008,Causes Not known,15-29,469
10043,Uttar Pradesh,2008,Causes Not known,30-44,211
10044,Uttar Pradesh,2008,Causes Not known,45-59,156
10045,Uttar Pradesh,2008,Causes Not known,60+,79
10046,Uttar Pradesh,2008,Drug Abuse/Addiction,15-29,28
10047,Uttar Pradesh,2008,Drug Abuse/Addiction,30-44,60
10048,Uttar Pradesh,2008,Drug Abuse/Addiction,45-59,27
10049,Uttar Pradesh,2008,Drug Abuse/Addiction,60+,23
10050,Uttar Pradesh,2008,Financial issues,0-14,1
10051,Uttar Pradesh,2008,Financial issues,15-29,54
10052,Uttar Pradesh,2008,Financial issues,30-44,75
10053,Uttar Pradesh,2008,Financial issues,45-59,38
10054,Uttar Pradesh,2008,Financial issues,60+,12
10055,Uttar Pradesh,2008,Others Causes,0-14,11
10056,Uttar Pradesh,2008,Others Causes,15-29,205
10057,Uttar Pradesh,2008,Others Causes,30-44,141
10058,Uttar Pradesh,2008,Others Causes,45-59,83
10059,Uttar Pradesh,2008,Others Causes,60+,18
10060,Uttar Pradesh,2008,Physical Abuse (Rape/Incest Etc.),15-29,5
10061,Uttar Pradesh,2008,Physical Abuse (Rape/Incest Etc.),30-44,6
10062,Uttar Pradesh,2008,Pressures of Society,0-14,11
10063,Uttar Pradesh,2008,Pressures of Society,15-29,144
10064,Uttar Pradesh,2008,Pressures of Society,30-44,26
10065,Uttar Pradesh,2008,Pressures of Society,45-59,3
10066,Uttar Pradesh,2008,Pressures of Society,60+,2
10067,Uttar Pradesh,2008,Relation Troubles,0-14,32
10068,Uttar Pradesh,2008,Relation Troubles,15-29,836
10069,Uttar Pradesh,2008,Relation Troubles,30-44,543
10070,Uttar Pradesh,2008,Relation Troubles,45-59,138
10071,Uttar Pradesh,2008,Relation Troubles,60+,32
10072,Uttar Pradesh,2008,Sickness,0-14,10
10073,Uttar Pradesh,2008,Sickness,15-29,110
10074,Uttar Pradesh,2008,Sickness,30-44,215
10075,Uttar Pradesh,2008,Sickness,45-59,125
10076,Uttar Pradesh,2008,Sickness,60+,95
10077,Uttar Pradesh,2009,Causes Not known,0-14,50
10078,Uttar Pradesh,2009,Causes Not known,15-29,499
10079,Uttar Pradesh,2009,Causes Not known,30-44,365
10080,Uttar Pradesh,2009,Causes Not known,45-59,212
10081,Uttar Pradesh,2009,Causes Not known,60+,105
10082,Uttar Pradesh,2009,Drug Abuse/Addiction,15-29,19
10083,Uttar Pradesh,2009,Drug Abuse/Addiction,30-44,47
10084,Uttar Pradesh,2009,Drug Abuse/Addiction,45-59,25
10085,Uttar Pradesh,2009,Drug Abuse/Addiction,60+,10
10086,Uttar Pradesh,2009,Financial issues,0-14,3
10087,Uttar Pradesh,2009,Financial issues,15-29,64
10088,Uttar Pradesh,2009,Financial issues,30-44,84
10089,Uttar Pradesh,2009,Financial issues,45-59,52
10090,Uttar Pradesh,2009,Financial issues,60+,9
10091,Uttar Pradesh,2009,Others Causes,0-14,12
10092,Uttar Pradesh,2009,Others Causes,15-29,135
10093,Uttar Pradesh,2009,Others Causes,30-44,69
10094,Uttar Pradesh,2009,Others Causes,45-59,33
10095,Uttar Pradesh,2009,Others Causes,60+,9
10096,Uttar Pradesh,2009,Physical Abuse (Rape/Incest Etc.),0-14,1
10097,Uttar Pradesh,2009,Physical Abuse (Rape/Incest Etc.),15-29,18
10098,Uttar Pradesh,2009,Physical Abuse (Rape/Incest Etc.),30-44,5
10099,Uttar Pradesh,2009,Physical Abuse (Rape/Incest Etc.),45-59,5
10100,Uttar Pradesh,2009,Physical Abuse (Rape/Incest Etc.),60+,3
10101,Uttar Pradesh,2009,Pressures of Society,0-14,15
10102,Uttar Pradesh,2009,Pressures of Society,15-29,109
10103,Uttar Pradesh,2009,Pressures of Society,30-44,39
10104,Uttar Pradesh,2009,Pressures of Society,45-59,7
10105,Uttar Pradesh,2009,Relation Troubles,0-14,23
10106,Uttar Pradesh,2009,Relation Troubles,15-29,934
10107,Uttar Pradesh,2009,Relation Troubles,30-44,479
10108,Uttar Pradesh,2009,Relation Troubles,45-59,127
10109,Uttar Pradesh,2009,Relation Troubles,60+,33
10110,Uttar Pradesh,2009,Sickness,0-14,9
10111,Uttar Pradesh,2009,Sickness,15-29,127
10112,Uttar Pradesh,2009,Sickness,30-44,208
10113,Uttar Pradesh,2009,Sickness,45-59,118
10114,Uttar Pradesh,2009,Sickness,60+,96
10115,Uttar Pradesh,2010,Causes Not known,0-14,51
10116,Uttar Pradesh,2010,Causes Not known,15-29,387
10117,Uttar Pradesh,2010,Causes Not known,30-44,235
10118,Uttar Pradesh,2010,Causes Not known,45-59,110
10119,Uttar Pradesh,2010,Causes Not known,60+,46
10120,Uttar Pradesh,2010,Drug Abuse/Addiction,15-29,19
10121,Uttar Pradesh,2010,Drug Abuse/Addiction,30-44,37
10122,Uttar Pradesh,2010,Drug Abuse/Addiction,45-59,24
10123,Uttar Pradesh,2010,Drug Abuse/Addiction,60+,7
10124,Uttar Pradesh,2010,Financial issues,0-14,2
10125,Uttar Pradesh,2010,Financial issues,15-29,50
10126,Uttar Pradesh,2010,Financial issues,30-44,58
10127,Uttar Pradesh,2010,Financial issues,45-59,24
10128,Uttar Pradesh,2010,Financial issues,60+,8
10129,Uttar Pradesh,2010,Others Causes,0-14,9
10130,Uttar Pradesh,2010,Others Causes,15-29,90
10131,Uttar Pradesh,2010,Others Causes,30-44,62
10132,Uttar Pradesh,2010,Others Causes,45-59,48
10133,Uttar Pradesh,2010,Others Causes,60+,12
10134,Uttar Pradesh,2010,Physical Abuse (Rape/Incest Etc.),0-14,1
10135,Uttar Pradesh,2010,Physical Abuse (Rape/Incest Etc.),15-29,2
10136,Uttar Pradesh,2010,Physical Abuse (Rape/Incest Etc.),30-44,3
10137,Uttar Pradesh,2010,Physical Abuse (Rape/Incest Etc.),60+,1
10138,Uttar Pradesh,2010,Pressures of Society,0-14,8
10139,Uttar Pradesh,2010,Pressures of Society,15-29,121
10140,Uttar Pradesh,2010,Pressures of Society,30-44,35
10141,Uttar Pradesh,2010,Pressures of Society,45-59,6
10142,Uttar Pradesh,2010,Relation Troubles,0-14,26
10143,Uttar Pradesh,2010,Relation Troubles,15-29,953
10144,Uttar Pradesh,2010,Relation Troubles,30-44,508
10145,Uttar Pradesh,2010,Relation Troubles,45-59,165
10146,Uttar Pradesh,2010,Relation Troubles,60+,41
10147,Uttar Pradesh,2010,Sickness,0-14,7
10148,Uttar Pradesh,2010,Sickness,15-29,77
10149,Uttar Pradesh,2010,Sickness,30-44,147
10150,Uttar Pradesh,2010,Sickness,45-59,142
10151,Uttar Pradesh,2010,Sickness,60+,106
10152,Uttar Pradesh,2011,Causes Not known,0-14,45
10153,Uttar Pradesh,2011,Causes Not known,15-29,313
10154,Uttar Pradesh,2011,Causes Not known,30-44,281
10155,Uttar Pradesh,2011,Causes Not known,45-59,185
10156,Uttar Pradesh,2011,Causes Not known,60+,85
10157,Uttar Pradesh,2011,Drug Abuse/Addiction,15-29,33
10158,Uttar Pradesh,2011,Drug Abuse/Addiction,30-44,58
10159,Uttar Pradesh,2011,Drug Abuse/Addiction,45-59,27
10160,Uttar Pradesh,2011,Drug Abuse/Addiction,60+,2
10161,Uttar Pradesh,2011,Financial issues,0-14,3
10162,Uttar Pradesh,2011,Financial issues,15-29,66
10163,Uttar Pradesh,2011,Financial issues,30-44,116
10164,Uttar Pradesh,2011,Financial issues,45-59,44
10165,Uttar Pradesh,2011,Financial issues,60+,15
10166,Uttar Pradesh,2011,Others Causes,0-14,25
10167,Uttar Pradesh,2011,Others Causes,15-29,212
10168,Uttar Pradesh,2011,Others Causes,30-44,197
10169,Uttar Pradesh,2011,Others Causes,45-59,72
10170,Uttar Pradesh,2011,Others Causes,60+,14
10171,Uttar Pradesh,2011,Physical Abuse (Rape/Incest Etc.),0-14,1
10172,Uttar Pradesh,2011,Physical Abuse (Rape/Incest Etc.),15-29,8
10173,Uttar Pradesh,2011,Physical Abuse (Rape/Incest Etc.),30-44,2
10174,Uttar Pradesh,2011,Physical Abuse (Rape/Incest Etc.),45-59,1
10175,Uttar Pradesh,2011,Pressures of Society,0-14,3
10176,Uttar Pradesh,2011,Pressures of Society,15-29,105
10177,Uttar Pradesh,2011,Pressures of Society,30-44,8
10178,Uttar Pradesh,2011,Pressures of Society,45-59,7
10179,Uttar Pradesh,2011,Pressures of Society,60+,1
10180,Uttar Pradesh,2011,Relation Troubles,0-14,19
10181,Uttar Pradesh,2011,Relation Troubles,15-29,1286
10182,Uttar Pradesh,2011,Relation Troubles,30-44,778
10183,Uttar Pradesh,2011,Relation Troubles,45-59,227
10184,Uttar Pradesh,2011,Relation Troubles,60+,83
10185,Uttar Pradesh,2011,Sickness,0-14,8
10186,Uttar Pradesh,2011,Sickness,15-29,114
10187,Uttar Pradesh,2011,Sickness,30-44,173
10188,Uttar Pradesh,2011,Sickness,45-59,156
10189,Uttar Pradesh,2011,Sickness,60+,70
10190,Uttar Pradesh,2012,Causes Not known,0-14,16
10191,Uttar Pradesh,2012,Causes Not known,15-29,223
10192,Uttar Pradesh,2012,Causes Not known,30-44,225
10193,Uttar Pradesh,2012,Causes Not known,45-59,175
10194,Uttar Pradesh,2012,Causes Not known,60+,46
10195,Uttar Pradesh,2012,Drug Abuse/Addiction,0-14,1
10196,Uttar Pradesh,2012,Drug Abuse/Addiction,15-29,23
10197,Uttar Pradesh,2012,Drug Abuse/Addiction,30-44,62
10198,Uttar Pradesh,2012,Drug Abuse/Addiction,45-59,34
10199,Uttar Pradesh,2012,Drug Abuse/Addiction,60+,4
10200,Uttar Pradesh,2012,Financial issues,0-14,2
10201,Uttar Pradesh,2012,Financial issues,15-29,75
10202,Uttar Pradesh,2012,Financial issues,30-44,120
10203,Uttar Pradesh,2012,Financial issues,45-59,52
10204,Uttar Pradesh,2012,Financial issues,60+,22
10205,Uttar Pradesh,2012,Others Causes,0-14,34
10206,Uttar Pradesh,2012,Others Causes,15-29,108
10207,Uttar Pradesh,2012,Others Causes,30-44,127
10208,Uttar Pradesh,2012,Others Causes,45-59,54
10209,Uttar Pradesh,2012,Others Causes,60+,31
10210,Uttar Pradesh,2012,Physical Abuse (Rape/Incest Etc.),15-29,15
10211,Uttar Pradesh,2012,Physical Abuse (Rape/Incest Etc.),30-44,18
10212,Uttar Pradesh,2012,Physical Abuse (Rape/Incest Etc.),45-59,24
10213,Uttar Pradesh,2012,Physical Abuse (Rape/Incest Etc.),60+,25
10214,Uttar Pradesh,2012,Pressures of Society,0-14,11
10215,Uttar Pradesh,2012,Pressures of Society,15-29,291
10216,Uttar Pradesh,2012,Pressures of Society,30-44,30
10217,Uttar Pradesh,2012,Pressures of Society,45-59,38
10218,Uttar Pradesh,2012,Pressures of Society,60+,1
10219,Uttar Pradesh,2012,Relation Troubles,0-14,19
10220,Uttar Pradesh,2012,Relation Troubles,15-29,996
10221,Uttar Pradesh,2012,Relation Troubles,30-44,687
10222,Uttar Pradesh,2012,Relation Troubles,45-59,224
10223,Uttar Pradesh,2012,Relation Troubles,60+,69
10224,Uttar Pradesh,2012,Sickness,0-14,2
10225,Uttar Pradesh,2012,Sickness,15-29,103
10226,Uttar Pradesh,2012,Sickness,30-44,164
10227,Uttar Pradesh,2012,Sickness,45-59,191
10228,Uttar Pradesh,2012,Sickness,60+,80
10229,Uttaranchal,2001,Causes Not known,0-14,2
10230,Uttaranchal,2001,Causes Not known,15-29,26
10231,Uttaranchal,2001,Causes Not known,30-44,35
10232,Uttaranchal,2001,Causes Not known,45-59,19
10233,Uttaranchal,2001,Causes Not known,60+,3
10234,Uttaranchal,2001,Drug Abuse/Addiction,15-29,1
10235,Uttaranchal,2001,Drug Abuse/Addiction,30-44,4
10236,Uttaranchal,2001,Drug Abuse/Addiction,45-59,3
10237,Uttaranchal,2001,Financial issues,0-14,1
10238,Uttaranchal,2001,Financial issues,15-29,8
10239,Uttaranchal,2001,Financial issues,30-44,25
10240,Uttaranchal,2001,Financial issues,45-59,4
10241,Uttaranchal,2001,Financial issues,60+,1
10242,Uttaranchal,2001,Others Causes,0-14,2
10243,Uttaranchal,2001,Others Causes,15-29,10
10244,Uttaranchal,2001,Others Causes,30-44,18
10245,Uttaranchal,2001,Others Causes,45-59,10
10246,Uttaranchal,2001,Pressures of Society,15-29,27
10247,Uttaranchal,2001,Pressures of Society,30-44,21
10248,Uttaranchal,2001,Pressures of Society,45-59,8
10249,Uttaranchal,2001,Pressures of Society,60+,1
10250,Uttaranchal,2001,Relation Troubles,15-29,33
10251,Uttaranchal,2001,Relation Troubles,30-44,21
10252,Uttaranchal,2001,Relation Troubles,45-59,4
10253,Uttaranchal,2001,Sickness,0-14,2
10254,Uttaranchal,2001,Sickness,15-29,8
10255,Uttaranchal,2001,Sickness,30-44,8
10256,Uttaranchal,2001,Sickness,45-59,4
10257,Uttaranchal,2001,Sickness,60+,2
10258,Uttaranchal,2002,Causes Not known,0-14,5
10259,Uttaranchal,2002,Causes Not known,15-29,62
10260,Uttaranchal,2002,Causes Not known,30-44,35
10261,Uttaranchal,2002,Causes Not known,45-59,21
10262,Uttaranchal,2002,Causes Not known,60+,3
10263,Uttaranchal,2002,Drug Abuse/Addiction,15-29,1
10264,Uttaranchal,2002,Financial issues,0-14,3
10265,Uttaranchal,2002,Financial issues,15-29,26
10266,Uttaranchal,2002,Financial issues,30-44,15
10267,Uttaranchal,2002,Financial issues,45-59,5
10268,Uttaranchal,2002,Financial issues,60+,4
10269,Uttaranchal,2002,Others Causes,15-29,9
10270,Uttaranchal,2002,Others Causes,30-44,11
10271,Uttaranchal,2002,Others Causes,45-59,2
10272,Uttaranchal,2002,Others Causes,60+,2
10273,Uttaranchal,2002,Pressures of Society,15-29,9
10274,Uttaranchal,2002,Pressures of Society,30-44,2
10275,Uttaranchal,2002,Relation Troubles,0-14,6
10276,Uttaranchal,2002,Relation Troubles,15-29,61
10277,Uttaranchal,2002,Relation Troubles,30-44,36
10278,Uttaranchal,2002,Relation Troubles,45-59,10
10279,Uttaranchal,2002,Relation Troubles,60+,4
10280,Uttaranchal,2002,Sickness,0-14,2
10281,Uttaranchal,2002,Sickness,15-29,1
10282,Uttaranchal,2002,Sickness,30-44,11
10283,Uttaranchal,2002,Sickness,45-59,9
10284,Uttaranchal,2002,Sickness,60+,6
10285,Uttaranchal,2003,Causes Not known,0-14,1
10286,Uttaranchal,2003,Causes Not known,15-29,65
10287,Uttaranchal,2003,Causes Not known,30-44,46
10288,Uttaranchal,2003,Causes Not known,45-59,35
10289,Uttaranchal,2003,Causes Not known,60+,1
10290,Uttaranchal,2003,Drug Abuse/Addiction,30-44,1
10291,Uttaranchal,2003,Drug Abuse/Addiction,60+,1
10292,Uttaranchal,2003,Financial issues,15-29,15
10293,Uttaranchal,2003,Financial issues,30-44,12
10294,Uttaranchal,2003,Financial issues,45-59,8
10295,Uttaranchal,2003,Others Causes,15-29,4
10296,Uttaranchal,2003,Others Causes,30-44,1
10297,Uttaranchal,2003,Others Causes,45-59,4
10298,Uttaranchal,2003,Pressures of Society,15-29,11
10299,Uttaranchal,2003,Pressures of Society,30-44,2
10300,Uttaranchal,2003,Relation Troubles,0-14,2
10301,Uttaranchal,2003,Relation Troubles,15-29,85
10302,Uttaranchal,2003,Relation Troubles,30-44,49
10303,Uttaranchal,2003,Relation Troubles,45-59,16
10304,Uttaranchal,2003,Relation Troubles,60+,3
10305,Uttaranchal,2003,Sickness,15-29,8
10306,Uttaranchal,2003,Sickness,30-44,12
10307,Uttaranchal,2003,Sickness,45-59,6
10308,Uttaranchal,2003,Sickness,60+,3
10309,Uttaranchal,2004,Causes Not known,0-14,5
10310,Uttaranchal,2004,Causes Not known,15-29,46
10311,Uttaranchal,2004,Causes Not known,30-44,29
